#Produktgruppe;Lieferant;Artikelnummer;Bezeichnung;Barcode;Herkunftsland;VPE;VK-Preis;EK-Preis;Variabel
Nuss- und Fruchtriegel;GEPA;8919106;Fruit Power Exótico Fruchtschnitte mit Mango, Cashew u. Rosinen 40 g;;diverse ;25;1,29;;
Nuss- und Fruchtriegel;GEPA;8919121;Fruit Power Himbeer Fruchtriegeln mit Mandeln 30 g;;diverse ;30;1,29;;
Nuss- und Fruchtriegel;GEPA;8919122;Fruit Power Maracuja Fruchtriegeln mit Cashew 30 g;;diverse ;30;1,29;;
Nuss- und Fruchtriegel;GEPA;8919123;Fruit Power Orange Fruchtriegeln mit Mandeln 30 g;;diverse ;30;1,29;;
Nuss- und Fruchtriegel;dwp;rph814012;Fruchtriegel Mango-Paranuss 40 g;;diverse ;24;1,29;;
Nuss- und Fruchtriegel;dwp;rph814013;Fruchtriegel Mango-Apfel-Cashew 40 g;;diverse ;24;1,29;;
Nuss- und Fruchtriegel;EP;ka610100;Fruchtriegel Mango-Banane, kbA, 40g 40 g;;Kamerun;15;1,25;;
Nuss- und Fruchtriegel;EP;ka610200;Fruchtriegel Ananas-Cashew, kbA, 40g 40 g;;Kamerun;15;1,25;;
Nuss- und Fruchtriegel;EP;ka610300;Fruchtriegel Guarana-Power, kbA, 40g 40 g;;Kamerun;15;1,25;;
Nuss- und Fruchtriegel;GEPA;8919112;Bio Barrita Sesamriegel 20 g;;Parag., Nicar.;45;0,39;;
Nuss- und Fruchtriegel;EP;ae110001;Sesamriegel mit Honig 3 Riegel á 9g 27 g;;Ägypten;12;0,7;;
Nuss- und Fruchtriegel;EP;ae110002;Sesamriegel mit Orange 3 Riegel á 9g 27 g;;Ägypten;12;0,7;;
Nuss- und Fruchtriegel;EP;ae110003;Sesamriegel mit Schwarzkümmel 3 Riegel á 9g 27 g;;Ägypten;12;0,7;;
Nuss- und Fruchtriegel;EP;ae110004;Sesamriegel mit Orange, Schwarzkümmel, Honig 5x3 Riegel á 9g 135g;;Ägypten;18;3,5;;
Nuss- und Fruchtriegel;EP;py310100;Sesamriegel mit Honig, 2 St., kbA 30 g;;Paraguay;12;0,69;;
Nuss- und Fruchtriegel;EP;id610408;Erdnußriegel 30 g;;Indonesien;12;0,79;;
Nuss- und Fruchtriegel;EP;bf210416;Cashewriegel, kbA 30 g;;Indonesien;12;1,19;;
Nuss- und Fruchtriegel;EP;uz110400;Honig-Nussriegel mit Rosinen Riegel à 25 g, kbA  25 g;;Usbekistan;12;1,25;;
Nuss- und Fruchtriegel;EP;uz110410;Mandelriegel Riegel à 30 g, kbA  30 g;;Usbekistan;12;1,25;;
Gebäck;dwp;rfb418020;Neapolitaner Waffeln mit Schokoladencreme 40 g;;diverse ;16;1;;
Gebäck;GEPA;8919111;Crossita Doppelpack gefüllte Waffelschnitte  mit Cashewkernen 2x20g;;diverse ;12;1,29;;
Gebäck;GEPA;8919114;Bio Reiswaffeln natur mit Jasminreis & Meersalz 90 g;;Thailand;12;1,29;;
Chips und Knabbereien;GEPA;4501002;Popquins süß Reis-Quinua-Snack 120g;;Bolivien;10;1,99;;
Müsli;EP;bo110012;"Quinua ""Pop"", gepuffte Quinua, kbA 100 g";;Bolivien;6;2,39;;
Chips und Knabbereien;EP;bo110013;Quinitos, süßer Quinoa-Reis-Snack 100 g;;Bolivien;15;2,29;;
Chips und Knabbereien;EP;bo110017;Quinitos mit Kakao 100 g;;Bolivien;15;2,29;;
Müsli;dwp;rfb519001;Müsli-Mix Früchte & Nüsse 375g;;;6;3,99;;
Müsli;dwp;rfb519002;Müsli-Mix Früchte Exotik 375g;;;6;3,99;;
Müsli;ethiquable;54;Müsli Knusper-Crunch Reis und Quinua, mit Schokolade und Cashewnuß 375g;;diverse;12;4,49;;
Chips und Knabbereien;ethiquable;2277;Großer Mais, geröstet und gesalzen 100 g;;Peru;10;1,99;;
Chips und Knabbereien;ethiquable;2278;Bunter Mais, geröstet und gesalzen 100 g;;Peru;10;1,99;;
Müsli;EP;ml410100;Bajong Pop, Frühstücks-Cerealien mit schwarzem Wildreis 150g;;Malysia;12;2,29;;
Chips und Knabbereien;EP;lb410004;Weizensnack, geröstet und gesalzen 90 g;;;10;1,79;;
Nüsse;GEPA;8900803;Erdnüsse geröstet und gesalzen 150g;;Malawi Nicaragua;24;1,99;;
Nüsse;GEPA;3210815;La Surenita Bio Cashew-Bruch naturbelassen 500g;;Honduras;12;7,49;;
Nüsse;GEPA;8910811;Bio Cashewnüsse naturbelassen 250g;;diverse ;12;5,49;;
Nüsse;GEPA;4070817;Bio Paranüsse naturbelassen 250g;;Bolivien, Peru;12;4,49;;
Nüsse;GEPA;3210822;La Surenita Bio Cashews geröstet u. gesalzen 100g;;Honduras;16;2,29;;
Nüsse;GEPA;3210821;La Surenita Bio Cashews geröstet, aromatisch süß 100g;;Honduras;16;2,29;;
Nüsse;GEPA;3210823;La Surenita Bio Cashews geröstet, mit Chili 100g;;Honduras;16;2,29;;
Nüsse;GEPA;3210816;La Surenita Bio Cashewmix Cashew-Äpfel u. Cashew-Nüsse 125g;;Honduras;24;1,99;;
Nüsse;GEPA;8910817;Bio Studentenfutter Rosinen, Para-, Cashew-, Wal-, Haselnüsse 250g;;diverse ;12;3,99;;
Nüsse;EP;uz110109;Aprikosenkerne, süß 150 g;;Usbekistan;10;2,99;;
Nüsse;EP;uz110110;Wilde Bergmandeln 150 g;;Usbekistan;10;4,89;;
Nüsse;EP;bo110010;Paranüsse geschält, kbA 250 g;;Bolivien;5;4,89;;
Nüsse;EP;mw110100;Erdnüsse natur 250 g;;Malawi Nicaragua;5;2,79;;
Nüsse;EP;bf210001;Cashewbruch, kbA 250 g;;Burkina Faso;5;4,99;;
Nüsse;EP;bf210002;Cashewnüsse, leicht gesalzen, kbA 100 g;;Burkina Faso;10;2,29;;
Nüsse;EP;bf210003;Cashewnüsse kandiert 100 g;;Burkina Faso;10;2,69;;
Nüsse;EP;bf210004;Cashewnüsse mit Chili 100 g;;Burkina Faso;10;2,69;;
Nüsse;EP;bf210005;Cashewnüsse mit Soja 100 g;;Burkina Faso;10;2,69;;
Nüsse;EP;bf210006;Cashewnüsse ganz, natur, kbA 100 g;;Burkina Faso;10;2,29;;
Nüsse;ethiquable;86;Cashewkerne geröstet und gesalzen 125 g;;Elfenbeinküste El Salv., Indien;6;3,29;;
Chips und Knabbereien;EP;sl010100;Bio-Kokoschips 100 g;;Sri Lanka;5;1,75;;
Nüsse;dwp;rpe514004;Paranüsse natur 75 g;;Peru;12;2,19;;
Trockenfrüchte;dwp;rpe514003;Physalis, getrocknet 75 g;;Peru;12;3,49;;
Nüsse;dwp;rpl214001;Sonnengetrocknete Mandeln aus Palästina 75 g;;Palästina;6;2,7;;
Trockenfrüchte;GEPA;8910822;Bio Datteln mit Stein Deglet Nour, Klasse 1 250g;;Tunesien;18;2,99;;
Trockenfrüchte;GEPA;7760801;Bananen Chips frittiert 100g;;Philippinen;12;1,99;;
Trockenfrüchte;GEPA;8910815;Bio Mango Amelia ungesüßt, ungeschwefelt 100g;;Burkina Faso;8;2,79;;
Trockenfrüchte;GEPA;7740801;Mangos ungeschwefelt, gesüßt 100g;;Philippinen;15;2,89;;
Trockenfrüchte;GEPA;8910819;Rosinen ungeschwefelt 250g;;Chile;12;1,79;;
Trockenfrüchte;EP;ae110005;Datteln im Palmblattkörbchen kernlos 250 g;;Ägypten;6;4,9;;
Trockenfrüchte;EP;ae110006;Datteln im Palmblattkörbchen mit Erdnüssen gefüllt 250 g;;Ägypten;6;5,5;;
Trockenfrüchte;EP;ae110007;Datteln kernlos 150 g;;Ägypten;10;2,95;;
Trockenfrüchte;EP;uz110101;Wassermelone „Sweet Sun“ getrocknet, ungezuckert 100g;;Usbekistan;10;2,89;;
Trockenfrüchte;EP;uz110102;Honigmelone „Golden Kavun“ getrocknet, ungezuckert 100g;;Usbekistan;10;2,89;;
Trockenfrüchte;EP;uz110103;Babyfeigen getrocknet, ungezuckert 100g;;Usbekistan;10;3,49;;
Trockenfrüchte;EP;uz110104;Schwarze Buchara Rosinen getrocknet, ungezuckert 100g;;Usbekistan;10;2,99;;
Trockenfrüchte;EP;uz110105;Grüne Khorog Rosinen getrocknet, ungezuckert 100g;;Usbekistan;10;2,99;;
Trockenfrüchte;EP;uz110106;Ringlotten getrocknet, ungezuckert 100g;;Usbekistan;10;2,89;;
Trockenfrüchte;EP;uz110107;Dörrpflaumen gefüllt mit Walnusskern getrocknet, ungezuckert 100g;;Usbekistan;10;2,99;;
Trockenfrüchte;EP;uz110108;Wilde Aprikosen getrocknet, ungezuckert 100g;;Usbekistan;10;2,29;;
Trockenfrüchte;EP;ka610110;Mango, getrocknete Streifen, kba, 100g 100g;;Kamerun;10;3,29;;
Trockenfrüchte;EP;ka610120;Ananas, getrocknete Scheiben, kbA, 100g 100g;;Kamerun;10;2,99;;
Trockenfrüchte;EP;ka610130;Papaya, getrocknete Streifen, kbA, 100g 100g;;Kamerun;10;2,99;;
Trockenfrüchte;EP;ph810110;Papaya, getrocknet, leicht gesüßt, 1000g 100g;;Philippinen;10;2,49;;
Trockenfrüchte;EP;ka610140;Bananen, ganz, getrocknet, kbA, 100g 100g;;Kamerun;10;2,39;;
Trockenfrüchte;EP;pl210130;"Datteln, Sorte Medjool ""King of Dates"", von palästin. Aufbauprojekten im Gazastreifen 100 g";;Palästina;10;2,79;;
Trockenfrüchte;EP;ph810100;Mangos getrocknet, leicht gesüßt 100 g;;Philippinen;10;2,99;;
Trockenfrüchte;EP;ch110201;Rosinen, Thompson Seedless, sonnengetrocknet 200 g;;Chile;5;2,39;;
Trockenfrüchte;dwp;rtj114001;Aprikosen Getrocknet, ungezuckert 100 g;;Tadschikistan;8;2,49;;
Trockenfrüchte;dwp;rph814000;"Mangos, getrocknet ""Aktion Schutzengel"", mit Rohrzucker gesüßt 100g";;Philippinen;25;2,89;;
Trockenfrüchte;dwp;rph814130;Mangos, getrocknet, ohne Zucker, ungeschwefelt, „Gefängniskinderkampagne“ 100g;;Philippinen;25;3,19;;
Trockenfrüchte;dwp;rph814156;Grüne Mangos, getrocknet, ungeschwefelt, mit Rohrzucker gesüßt 100g;;Philippinen;25;2,89;;
Trockenfrüchte;dwp;rug214001;Ananas-Stücke, ohne Zucker, solargetrocknet 100g;;Uganda;12;2,99;;
Trockenfrüchte;dwp;rph814031;Mango Geleewürfel 100g ;;Phil., Para.;10;3,19;;
Trockenfrüchte;dwp;rph814032;Calamansi Geleewürfel 100g ;;Phil., Para.;10;3,19;;
Trockenfrüchte;dwp;rph114005;Ingwerwürfel exotisch-scharf, gezuckert 25 g;;Philippinen;30;1,2;;
Trockenfrüchte;dwp;rph814027;Mango-Kokos-Bällchen, leicht geschwefelt 100g;;Philippinen;12;3,29;;
Trockenfrüchte;dwp;rug214002;Baby-Bananen, in Scheiben Solargetrocknet und ungezuckert 100g;;Uganda;12;2,59;;
Trockenfrüchte;dwp;rph819000;Mango Schnitze in Sirup 225g;;Philippinen;12;3,59;;
Soßen und Würzpasten;dwp;rth119001;Bio-Kokosmilch 400ml;;Thailand;12;2,59;;
Soßen und Würzpasten;dwp;rth119002;Bio-Kokosmilch 160ml;;Thailand;18;1,39;;
Soßen und Würzpasten;GEPA;7310801;Bio-Kokosmilch 200ml;;Sri Lanka;6;1,4;;
Kakao und Trinkschokolade;GEPA;4031815;El Ceibo Bio Kakao stark entölt, naturell 250g;;Bolivien;12;3,49;;
Kakao und Trinkschokolade;GEPA;8911805;Cacao Pur Afrika schwach entölt, alkalisiert 250g;;Kamerun, Sao Tomé;6;4,49;;
Kakao und Trinkschokolade;GEPA;8951846;Cacao Pur Amaribe Kakaopulver stark entölt 125 g;;Peru/Dominik. Republik;6;2,49;;
Kakao und Trinkschokolade;EP;bo014300;Kakao-Pulver kbA 250 g;;Bolivien;6;2,95;;
Kakao und Trinkschokolade;GEPA;8951880;Das Faire Pfund Instant Kakao 500 g;;diverse;6;4,99;;
Kakao und Trinkschokolade;GEPA;8911874;Bio Cocoba Instant, kakaohaltiges Getränkepulver mit Honig 400g;;diverse ;6;3,99;;
Kakao und Trinkschokolade;GEPA;8901840;Feine Bio Trinkschokolade köstliche Cacao Kreation,  32% Kakao 250g;;Paraguay, Dominik. Rep.;6;3,99;;
Kakao und Trinkschokolade;GEPA;8951884;Trinkschokolade Sticks 10 x 25g 250g;;Paraguay u.a.;10;4,99;;
Kakao und Trinkschokolade;ethiquable;3001;TRINKSCHOKOLADE  (Lösliches Kakaopulver), 400g-Dose 400g;;Ecuador;6;4,99;;
Kakao und Trinkschokolade;EP;bo014100;Chocolé, Lösl. Trinkschokoladenpulver 250g;;Paraguay, Dominik. Rep., Bolivien;8;3,79;;
Kakao und Trinkschokolade;EP;bo014990;Chocolé, Lösl. Trinkschokoladenpulver 1000g;;Paraguay, Dominik. Rep., Bolivien;6;12,95;;
Kakao und Trinkschokolade;GEPA;8901880;Trinkschokolade Oriental Kakaogetränkepulver, 32% Kakao 15g;;Paraguay, Dominik. Rep.;50;0,5;;
Kakao und Trinkschokolade;GEPA;8901881;Trinkschokolade Ingwertraum Kakaogetränkepulver, 32% Kakao 15g;;Paraguay, Dominik. Rep.;50;0,5;;
Kakao und Trinkschokolade;GEPA;8901882;Trinkschokolade Zimt Orange Kakaogetränkepulver, 32% Kakao 15g;;Paraguay, Dominik. Rep.;50;0,5;;
Kakao und Trinkschokolade;dwp;rfb419005;Trinkschokolade Natur 250 g;;diverse ;6;4,49;;
Kakao und Trinkschokolade;dwp;rfb419006;Trinkschokolade Chai 250 g;;diverse ;6;4,69;;
Kakao und Trinkschokolade;dwp;rfb419007;Trinkschokolade Ingwer 250 g;;diverse ;6;4,69;;
Kakao und Trinkschokolade;dwp;rfb419008;Trinkschokolade Minze 250 g;;diverse ;6;4,69;;
Kakao und Trinkschokolade;EP;pg210100;Trinkschokolade am Stiel 72% Kakao 35 g;;Papua-Neuguinea;12;2,49;;
Kakao und Trinkschokolade;EP;pg210110;Trinkschokolade am Stiel 72% Kakao mit Chili 35 g;;Papua-Neuguinea;12;2,49;;
Kakao und Trinkschokolade;EP;pg210120;Trinkschokolade am Stiel 52% Kakao mit Vanille 35 g;;Papua-Neuguinea;12;2,49;;
Kakao und Trinkschokolade;CTM;417;Budino al cacao - Bio Schokol.-Pudding, 2x100g 200g;;Dom. Rep./Par.;8;2,49;;
Kakao und Trinkschokolade;CTM;416;Budino alla vaniglia - Vanillepudding, 2x90g 180g;;Parag./Indien;8;2,49;;
Kakao und Trinkschokolade;EP;py212100;Chai Latte Ingwer, Instant-Milch-Teegetränk mit Ingwer 170g;;Paraguay u.a.;8;3,99;;
Zucker;GEPA;7751705;Bio Mascobado unraffinierter Vollrohrzucker 1000g;;Philippinen;5;5,99;;
Zucker;dwp;rph114007;Mascobado, Vollrohrzucker 1000g;;Philippinen;6;5,29;;
Zucker;EP;ec210000;Bio-Vollrohrzucker kbA 1000g;;Ecuador;12;3,95;;
Zucker;ethiquable;3901;VOLLROHRZUCKER PERU, 500g 500g;;Peru;12;2,69;;
Zucker;EP;py310500;Bio-Rohrohrzucker 500g;;Paraguay;8;2,75;;
Zucker;dwp;rpa018005;Rohrohrzucker, weiß, unraffiniert, kbA 1000g;;Paraguay;6;4,29;;
Zucker;dwp;rpa018010;Rohrohrzucker, weiß, unraffiniert, kbA Umstellung auf Demeter 1000g;;Paraguay;6;5,29;;
Zucker;GEPA;8911714;Bio Würfelzucker unraffinierter Rohrohrzucker 500g;;Paraguay;10;3,49;;
Zucker;GEPA;7751710;Mascobado Zuckersticks unraffinierter Vollrohrzucker 50x3g;;Philippinen;5;3,69;;
Zucker;EP;py310540;Bio-Rohrohrzucker, ca. 40 Sticks je 4g 160g;;Paraguay;10;1,95;;
Zucker;EP;ec410500;Zuckerbriefchen m. Vollrohrzucker,               20 Stk. à 6 g 120g;;Ecuador;7;1,49;;
Zucker;GEPA;981001301;Bio-Zuckersticks unraffinierter Rohrohrzucker 1000x4g;;Paraguay;1;35;;
Zucker;EP;id210250;Palmzucker 200g;;Indonesien;10;1,99;;
Zucker;EP;in210250;Palmzucker Kandis 200g;;Indien;10;2,69;;
Reis;GEPA;7501012;"Hom Mali , ""Jasminreis"" geschliffener Langkornreis 1000g";;Thailand;12;5,49;;
Reis;GEPA;7501011;"Bio Hom Mali , ""Jasminreis"" geschliffener Langkornreis 500g";;Thailand;8;3,49;;
Reis;GEPA;7501007;"Bio Hom Mali, ""Jasminreis"" Vollwertreis 500g";;Thailand;8;3,49;;
Reis;EP;kh210100;Jasminreis, Langkornreis geschält 500 g;;Kambodscha;5;3,29;;
Reis;EP;kh210110;Jasminreis, brauner Vollwertreis 500 g;;Kambodscha;5;3,29;;
Reis;ethiquable;43;JASMIN REIS THAILAND Langkorn, geschält 500g;;Thailand;8;2,79;;
Reis;GEPA;7401001;"Lila Reis Reismischung, ""Klebreis"" 500g";;Laos;8;3,49;;
Reis;GEPA;7411001;Khaw Dam schwarzer Reis, ungeschliffen 500g;;Laos;8;3,49;;
Reis;GEPA;8481004;Bio Basmati teilgeschliffen 500g;;Indien;8;4,29;;
Reis;GEPA;7031002;Bio-Basmati weiß, geschliffen 500 g;;Indien;8;3,69;;
Reis;EP;kh210120;Jasminreis, roter Vollwertreis 500 g;;Kambodscha;5;3,29;;
Reis;EP;in010510;Basmatireis geschält 500 g;;Pakistan;5;3,69;;
Reis;dwp;rin419001;Bio-Basmati-Reis, weiß 500g;;Indien;6;3,69;;
Reis;dwp;rth119004;Jasminreis rot-weiße Duftreismischung 500g;;Thailand;6;3,19;;
Reis;EP;ga210500;Langkornreis, parboiled   500g;;Guyana;5;1,95;;
Reis;EP;ml410500;Bajong Schwarzer Wildreis 500 g;;Malysia;5;3,49;;
Quinoa;GEPA;4051017;Bio Quinua traditionelles Korn aus den Anden 500g;;Bolivien;8;7,49;;
Quinoa;EP;bo110011;Quinua, kbA 500 g;;Bolivien;5;6,89;;
Quinoa;ethiquable;4001;QUINOA aus ECUADOR, 500g 500g;;Ecuador;8;4,99;;
Quinoa;EP;bo110016;Schwarze Quinua 500g;;Bolivien;5;5,99;;
Quinoa;EP;bo110015;Rote Quinua, kbA 500g;;Bolivien;5;5,99;;
Quinoa;GEPA;4051018;Rote Bio Quinua traditionelles Korn aus den Anden 500g;;Bolivien;8;7,49;;
Nudeln;Libera Terra;LT101;Bio-Spaghetti Libera Terra aus sizilianischem Hartweizengries 500 g;;Italien;12;2,3;;
Nudeln;Libera Terra;LT102;Bio-Caserecce Libera Terra aus sizilianischem Hartweizengries 500 g;;Italien;12;2,5;;
Nudeln;Libera Terra;LT105;Bio-Fusilli Libera Terra aus sizilianischem Hartweizengries 500 g;;Italien;12;2,5;;
Nudeln;Libera Terra;LT103;Bio-Rigatoni Libera Terra aus sizilianischem Hartweizengries 500 g;;Italien;12;2,5;;
Nudeln;Libera Terra;LT107;Bio Maglie Libera Terra aus sizilianischem Hartweizengries 500 g;;Italien;12;2,5;;
Nudeln;Libera Terra;LT108;Bio Anelletti Siciliani  Libera Terra aus sizilianischem Hartweizengries 500 g;;Italien;12;2,5;;
Nudeln;Libera Terra;LT104;Bio Penne Libera Terra aus sizilianischem Hartweizengries 500 g;;Italien;12;2,5;;
Nudeln;Libera Terra;LT106;Paccheri Artigianali di Gragnano Handwerkliche Nudeln aus Kampanien 500 g;;Italien;12;5,45;;
Nudeln;Libera Terra;LT109;Caserecce Artigianali di Corleone Handwerkiliche Nudeln aus Sizilien 500 g;;Italien;12;3,5;;
Nudeln;Libera Terra;LT110;Lasagne Artigianali di Corleone Handwerkiliche Nudeln aus Sizilien 500 g;;Italien;12;4,5;;
Nudeln;GEPA;8911930;Fusilli aus Hartweizengries, Quinua, ohne Eier 500 g;;Bolivien Italien;12;2,99;;
Nudeln;GEPA;8911931;Penne aus Hartweizengries, Quinua, ohne Eier 500 g;;Bolivien Italien;12;2,99;;
Nudeln;GEPA;8911932;Spaghetti aus Hartweizengries, Quinua, ohne Eier 500 g;;Bolivien Italien;12;2,99;;
Soßen und Würzpasten;Libera Terra;LT151;Kirschtomatensoße „Salsa di Pomodorini Fiaschetto“ 420g;;Italien;12;3,3;;
Soßen und Würzpasten;Libera Terra;LT152;Passierte Tomaten „Siccagno Corleonese“ 410g;;Italien;12;2,95;;
Feinkost;Libera Terra;LT551;Halbgetrocknete Tomaten in Pflanzenöl 290g;;Italien;12;7,45;;
Feinkost;Libera Terra;LT552;Artischockenpaste in Pflanzenöl 190g;;Italien;12;5,45;;
Feinkost;Libera Terra;LT553;Artischockenherzen in Pflanzenöl 290g;;Italien;12;7,45;;
Feinkost;Libera Terra;LT555;Sizilianisches Auberginengemüse Caponata di Melanzane di Sicilia 270g;;Italien;12;6,45;;
Soßen und Würzpasten;Libera Terra;LT554;Olivenpaste Pate di Oliva Cellina 180 g;;Italien;12;5,45;;
Soßen und Würzpasten;Libera Terra;LT161;Bio-Würzsauce aus scharfen Paprika Pesto di Peperoncini Piccanti 140 g;;Italien;12;7,95;;
Hülsenfrüchte;Libera Terra;LT201;Linsen, getrocknet 400 g;;Italien;12;3,5;;
sonstige Getreide;Libera Terra;LT202;Cous Cous 500g;;Italien;18;3,9;;
Hülsenfrüchte;Libera Terra;LT203;Saat-Platterbse/Kicherlinge 400 g;;Italien;12;4,45;;
Hülsenfrüchte;Libera Terra;LT205;Kichererbsen 400 g;;Italien;12;3,3;;
Hülsenfrüchte;Libera Terra;LT204;gekochte Kichererbsen 300 g;;Italien;12;2,75;;
Feinkost;Libera Terra;LT206;Linsensuppe 285 g;;Italien;12;3,45;;
sonstige Getreide;Libera Terra;LT207;Kichererbsenmehl 500 g;;Italien;12;3,7;;
sonstige Getreide;Libera Terra;LT120;Hartweizengriess Semola di Grano Duro 1000 g;;Italien;12;4,45;;
Hülsenfrüchte;EP;uz110300;Calypsobohnen 500 g;;Usbekistan;5;4,49;;
Hülsenfrüchte;EP;uz110301;Tartarenbohnen 500 g;;Usbekistan;5;4,49;;
sonstige Getreide;EP;lb410001;Bulgur 500 g;;Libanon;5;3,49;;
Hülsenfrüchte;EP;lb410003;Rote Linsen 500 g;;Libanon;5;3,79;;
Hülsenfrüchte;EP;lb410002;Kichererbsen 500 g;;Libanon;5;2,99;;
Hülsenfrüchte;EP;ec210030;Schwarze Bohnen  500 g;;Ecuador;5;2,2;;
sonstige Getreide;EP;pl210200;Couscous Weizengrieß 500 g;;Palästina;5;4,79;;
Feinkost;EP;pl210110;Tomaten, getrocknet, würzig 50 g;;Palästina;10;2,49;;
Feinkost;EP;ec210050;"getrocknete Butterpilze, ""Suillus Luteus"" 50 g";;Ecuador;5;2,3;;
sonstige Getreide;dwp;rpl219004;Sonnengetrockneter Couscous „Maftoul“ 250 g;;Palästina;6;3,1;;
Feinkost;dwp;rec117001;Butterpilze, getrocknet, kbA 50 g ;;Ecuador;9;3,19;;
Feinkost;dwp;rth114001;Kokosraspeln 200g;;Thailand;6;1,99;;
Feinkost;dwp;rpl219003;Grüne Oliven, vom Nabali-Olivenbaum 180g;;Palästina;6;3,7;;
Feinkost;dwp;rpl219006;Schwarze Oliven vom Nabali Olivenbaum, eingelegt 150g;;Palästina;6;3,9;;
Feinkost;dwp;rpl219002;sonnengetrocknete Tomaten in Olivenöl 150 g;;Palästina;6;4,5;;
Feinkost;EP;sl010010;Bio-Kokosraspeln fein, kbA  200 g;;Sri Lanka;5;2,29;;
Essig und Öl;Libera Terra;LT501;Olivenöl extra vergine „Libera Terra“ 500 ml;;Italien;6;10,95;;
Essig und Öl;Libera Terra;LT502;Olivenöl extra vergine „Libera Terra“ 5000 ml;;Italien;4;69;;
Essig und Öl;EP;ch110108;Olivenöl, Sorte Manzanilla, extra vergine, aus Chile 500 ml;;Chile;12;7,99;;
Essig und Öl;ethiquable;81;Olivenöl, nativ extra 500 ml;;Tunesien;6;6,29;;
Essig und Öl;dwp;rpl217001;Olivenöl kalt gepreßt, nativ extra 250 ml;;Palästina;6;5,9;;
Essig und Öl;dwp;rpl217002;Olivenöl kalt gepreßt, nativ extra 500ml;;Palästina;6;9,9;;
Essig und Öl;dwp;rpl217007;Olivenöl kalt gepreßt, nativ extra, naturtrüb in der Originalflasche mir Bügelverschluß 500ml;;Palästina;6;10,9;;
Essig und Öl;dwp;rpl217010;Olivenöl kalt gepreßt, nativ extra, 5l-Metalldose 5000ml;;Palästina;2;87,9;;
Essig und Öl;dwp;rpl217006;Olivenöl mit Chili, nativ extra 250 ml;;Palästina;6;8,9;;
Essig und Öl;dwp;rpl217008;Olivenöl mit Pfeffer, nativ extra 250 ml;;Palästina;6;8,9;;
Essig und Öl;dwp;rpl217009;Olivenöl mit Thymian, nativ extra 250 ml;;Palästina;6;8,9;;
Essig und Öl;dwp;rfb817001;Arganöl kalt gepreßt 250 ml;;Marokko;6;24,5;;
Essig und Öl;EP;mr010100;Arganöl, kalt gepreßt 125ml;;Marokko;1;22,5;;
Soßen und Würzpasten;EP;sa110200;Original südafrik. Senf m. Protea-Honig, mild 235 ml;;Südafrika;6;3,95;;
Soßen und Würzpasten;EP;sa110201;Original südafrik. Senf mit sonnengetrockneten Tomaten und Basilikum 235 ml;;Südafrika;6;3,95;;
Soßen und Würzpasten;EP;sa110202;Original südafrikanischer Senf mit sonnengetrockneten Paprika und Chilli 235 ml;;Südafrika;6;3,95;;
Essig und Öl;dwp;rni117001;Honigbalsam 250 ml;;Nicaragua;6;5,3;;
Essig und Öl;dwp;rph817009;Mango-Balsam 250 ml;;Philippinen;6;5,3;;
Essig und Öl;EP;sa110001;Balsamico Splash, 250 ml Fruchtiges Salatdressing aus Balsamico-Essig 250 ml;;Südafrika;6;3,99;;
Soßen und Würzpasten;dwp;rfb319001;Curry Vindaloo, indisch-scharf 125g;;;6;3,39;;
Soßen und Würzpasten;dwp;rfb319002;Curry Madras, orientalisch-mild 125g;;;6;3,39;;
Soßen und Würzpasten;dwp;rfb319003;Bio- Curryp. Thai Grün, kräftig-pikant 125g;;;6;3,39;;
Soßen und Würzpasten;dwp;rfb319004;Bio- Curryp. Thai Rot, würzig-pikant 125g;;;6;3,39;;
Soßen und Würzpasten;dwp;rfb319015;Sauce Thai Mango 200 ml;;;6;3,19;;
Soßen und Würzpasten;dwp;rfb313008;Mango Chutney  240g;;;6;3,39;;
Soßen und Würzpasten;dwp;rfb313007;Apfel-Curry Chutney 240g;;;6;3,39;;
Soßen und Würzpasten;dwp;rfb313015;Apfel-Mango Fruchtmark 360g;;;6;3,29;;
Soßen und Würzpasten;dwp;rfb319005;Bio-Sauce African Bean, kräftig-würzig 200ml;;;6;3,19;;
Soßen und Würzpasten;dwp;rfb319006;Bio-Sauce Curry Cashew, fruchtig-nussig 200ml;;;6;3,19;;
Soßen und Würzpasten;dwp;rfb319007;Bio-Sauce Chili-Ananas, süß-scharf 200ml;;;6;3,19;;
Soßen und Würzpasten;dwp;rfb319009;Bio-Sauce Sweet-Chili, süßlich-scharf 200ml;;;6;3,19;;
Soßen und Würzpasten;GEPA;1662004;Chili Sauce würzig scharf 150g;;Swasiland;10;3,5;;
Soßen und Würzpasten;GEPA;1662009;Curry Sauce exotisch fein 150g;;Swasiland;10;3,5;;
Soßen und Würzpasten;GEPA;1662003;Früchte Chutney intensiv fruchtig 150g;;Swasiland;10;3,5;;
Soßen und Würzpasten;GEPA;1662005;Mango Chutney fruchtig rund 150g;;Swasiland;10;3,5;;
Soßen und Würzpasten;GEPA;8902006;Salsa Curry Cashew 130g;;Indien diverse;10;4,49;;
Soßen und Würzpasten;GEPA;8902007;Salsa Natural Cashew 130g;;Indien diverse;10;4,49;;
Soßen und Würzpasten;GEPA;8902008;Pesto Basilico Cashew 130g;;Indien diverse;10;4,49;;
